,AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,AgeInDays,Gender,IsDesexed,DayOfWeek,Month,Year,IsWeekend,Hour,TimeOfDay
11693,A672770,Sally,17-02-14 13:51,Return,Dog,Spayed Female,5 years,Boykin Span Mix,Liver/White,1825,Female,Yes,Monday,Feb,14,False,14,Afternoon
11694,A669080,Spartacus,20-02-16 14:43,Return,Dog,Neutered Male,4 years,Pit Bull Mix,Blue/White,1460,Male,Yes,Saturday,Feb,16,True,15,Afternoon
11695,A693067,Molly,14-02-15 18:42,Adoption,Dog,Spayed Female,1 year,Beagle Mix,Tricolor,365,Female,Yes,Saturday,Feb,15,True,19,Evening
11696,A699406,Gruffy,06-04-15 13:49,Return,Dog,Neutered Male,4 years,Pit Bull/Chinese Sharpei,Brown Brindle/White,1460,Male,Yes,Monday,Apr,15,False,14,Afternoon
11697,A682039,Rocky,01-07-14 13:01,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,60,Male,Yes,Tuesday,Jul,14,False,13,Afternoon
11698,A715756,None,10-11-15 9:00,Transfer,Cat,Unknown,1 year,Domestic Shorthair Mix,Black,365,Unknown,Unknown,Tuesday,Nov,15,False,9,Morning
11699,A708372,Lana Del Rey,30-07-15 17:42,Adoption,Dog,Spayed Female,2 years,Pomeranian/Chihuahua Longhair,Tan/White,730,Female,Yes,Thursday,Jul,15,False,18,Evening
11700,A690286,Tigre,26-10-14 13:00,Transfer,Dog,Neutered Male,2 years,Miniature Poodle Mix,White,730,Male,Yes,Sunday,Oct,14,True,13,Afternoon
11701,A700317,Winston,17-04-15 13:05,Adoption,Dog,Intact Male,2 years,Labrador Retriever Mix,Black,730,Male,No,Friday,Apr,15,False,13,Afternoon
11702,A710756,Deebs,02-09-15 18:36,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,60,Male,Yes,Wednesday,Sep,15,False,19,Evening
11703,A693063,None,07-12-14 8:55,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,60,Male,Yes,Sunday,Dec,14,True,9,Morning
11704,A702136,Fairbanks,27-06-15 14:55,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,60,Male,Yes,Saturday,Jun,15,True,15,Afternoon
11705,A686802,Ace,30-08-14 18:23,Return,Dog,Neutered Male,8 months,Siberian Husky Mix,Black/White,240,Male,Yes,Saturday,Aug,14,True,18,Evening
11706,A701987,None,19-07-15 19:26,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Brown Tabby/White,60,Female,Yes,Sunday,Jul,15,True,19,Evening
11707,A609637,Cinnamon,24-03-15 18:25,Return,Dog,Spayed Female,7 years,Rottweiler Mix,Black/Tan,2555,Female,Yes,Tuesday,Mar,15,False,18,Evening
11708,A666913,Zoey,09-11-13 14:53,Transfer,Dog,Intact Female,4 months,Dachshund Longhair/Chihuahua Shorthair,Brown/Black,120,Female,No,Saturday,Nov,13,True,15,Afternoon
11709,A709252,None,06-08-15 14:31,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,14,Unknown,Unknown,Thursday,Aug,15,False,15,Afternoon
11710,A673457,Rocky,10-04-14 17:50,Adoption,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Black/Tan,60,Male,Yes,Thursday,Apr,14,False,18,Evening
11711,A678365,None,13-05-14 17:38,Adoption,Dog,Spayed Female,3 months,Border Collie/Great Dane,Black/White,90,Female,Yes,Tuesday,May,14,False,18,Evening
11712,A655212,Sophie,27-02-14 16:34,Adoption,Dog,Spayed Female,1 year,Boxer Mix,Brown/White,365,Female,Yes,Thursday,Feb,14,False,17,Evening
11713,A713135,Mars,07-10-15 14:19,Transfer,Cat,Neutered Male,7 years,Domestic Medium Hair Mix,Orange Tabby/White,2555,Male,Yes,Wednesday,Oct,15,False,14,Afternoon
11714,A681086,None,12-06-14 15:34,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby,30,Female,No,Thursday,Jun,14,False,16,Afternoon
11715,A693799,None,07-02-15 18:12,Adoption,Dog,Spayed Female,1 month,Labrador Retriever Mix,Red/White,30,Female,Yes,Saturday,Feb,15,True,18,Evening
11716,A701204,None,25-04-15 13:34,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White,14,Unknown,Unknown,Saturday,Apr,15,True,14,Afternoon
11717,A704124,Stella,05-06-15 16:52,Transfer,Dog,Intact Female,2 months,Labrador Retriever Mix,Red/Black,60,Female,No,Friday,Jun,15,False,17,Evening
11718,A681157,None,13-06-14 15:53,Euthanasia,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,30,Male,No,Friday,Jun,14,False,16,Afternoon
11719,A665143,Thor,24-11-13 17:52,Adoption,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Orange Tabby,3650,Male,Yes,Sunday,Nov,13,True,18,Evening
11720,A666066,Frenchie,24-11-13 17:25,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,60,Female,Yes,Sunday,Nov,13,True,17,Evening
11721,A684764,None,01-08-14 16:46,Adoption,Cat,Neutered Male,5 months,Siamese Mix,Flame Point,150,Male,Yes,Friday,Aug,14,False,17,Evening
11722,A664253,Moose,07-10-13 14:15,Return,Dog,Neutered Male,2 years,Black/Tan Hound Mix,Black/Brown,730,Male,Yes,Monday,Oct,13,False,14,Afternoon
11723,A699612,Cookie,07-04-15 18:41,Return,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Gray/White,730,Female,Yes,Tuesday,Apr,15,False,19,Evening
11724,A696221,Ringo,09-02-15 16:38,Return,Dog,Neutered Male,8 years,Rat Terrier Mix,Tricolor,2920,Male,Yes,Monday,Feb,15,False,17,Evening
11725,A690178,None,20-10-14 13:50,Transfer,Cat,Intact Female,7 years,Domestic Shorthair Mix,White/Brown Tabby,2555,Female,No,Monday,Oct,14,False,14,Afternoon
11726,A708827,None,02-08-15 9:00,Transfer,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby,365,Unknown,Unknown,Sunday,Aug,15,True,9,Morning
11727,A682667,None,06-07-14 13:13,Adoption,Dog,Neutered Male,2 years,Cairn Terrier/Miniature Schnauzer,Black/White,730,Male,Yes,Sunday,Jul,14,True,13,Afternoon
11728,A701927,None,07-05-15 14:47,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,21,Male,No,Thursday,May,15,False,15,Afternoon
11729,A683279,None,08-07-14 18:41,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black,21,Male,No,Tuesday,Jul,14,False,19,Evening
11730,A689628,Muffy,12-11-14 18:32,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,90,Female,Yes,Wednesday,Nov,14,False,19,Evening
11731,A665861,Mistic,28-10-13 17:59,Adoption,Dog,Spayed Female,1 year,Australian Shepherd Mix,White/Red,365,Female,Yes,Monday,Oct,13,False,18,Evening
11732,A709743,None,12-08-15 18:57,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby,14,Unknown,Unknown,Wednesday,Aug,15,False,19,Evening
11733,A683801,None,19-07-14 17:20,Adoption,Dog,Neutered Male,2 months,Border Collie/Great Pyrenees,Black/White,60,Male,Yes,Saturday,Jul,14,True,17,Evening
11734,A703148,None,03-07-15 13:05,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,60,Male,Yes,Friday,Jul,15,False,13,Afternoon
11735,A709758,None,18-08-15 14:19,Transfer,Dog,Intact Male,2 months,Miniature Schnauzer Mix,Black/White,60,Male,No,Tuesday,Aug,15,False,14,Afternoon
11736,A700129,Tamago,11-04-15 17:24,Adoption,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,60,Male,No,Saturday,Apr,15,True,17,Evening
11737,A705151,Nana,17-06-15 17:29,Return,Dog,Spayed Female,3 years,German Shepherd Mix,Black/Brown,1095,Female,Yes,Wednesday,Jun,15,False,17,Evening
11738,A680423,None,03-06-14 19:14,Transfer,Cat,Intact Female,4 months,Domestic Shorthair Mix,Brown Tabby,120,Female,No,Tuesday,Jun,14,False,19,Evening
11739,A699086,Audra,21-04-15 13:38,Adoption,Dog,Spayed Female,1 year,American Staffordshire Terrier/French Bulldog,Chocolate,365,Female,Yes,Tuesday,Apr,15,False,14,Afternoon
11740,A672750,Gus,21-02-14 18:06,Adoption,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Brown Brindle/White,60,Male,Yes,Friday,Feb,14,False,18,Evening
11741,A677078,Greta,26-05-14 15:47,Adoption,Dog,Spayed Female,6 years,German Shepherd Mix,Tan/Black,2190,Female,Yes,Monday,May,14,False,16,Afternoon
11742,A670392,Blue,26-04-15 11:43,Return,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,365,Male,Yes,Sunday,Apr,15,True,12,Morning
11743,A545644,Lucky,19-06-14 17:26,Return,Dog,Neutered Male,7 years,Miniature Pinscher,Red,2555,Male,Yes,Thursday,Jun,14,False,17,Evening
11744,A700960,Rosie,22-08-15 7:06,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White,120,Female,Yes,Saturday,Aug,15,True,7,Morning
11745,A703311,Snowball,27-05-15 18:07,Adoption,Cat,Neutered Male,1 month,Snowshoe Mix,Seal Point,30,Male,Yes,Wednesday,May,15,False,18,Evening
11746,A692592,Hello Kitty,30-12-14 18:59,Adoption,Cat,Spayed Female,7 years,Domestic Medium Hair Mix,Calico,2555,Female,Yes,Tuesday,Dec,14,False,19,Evening
11747,A685252,None,04-08-14 18:06,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,14,Male,No,Monday,Aug,14,False,18,Evening
11748,A671556,None,27-01-14 16:26,Transfer,Cat,Intact Female,5 months,Domestic Shorthair Mix,Calico,150,Female,No,Monday,Jan,14,False,16,Afternoon
11749,A677451,Morgan,02-06-14 14:14,Transfer,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White,730,Male,Yes,Monday,Jun,14,False,14,Afternoon
11750,A681512,Jasper,06-10-15 12:46,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan,730,Male,Yes,Tuesday,Oct,15,False,13,Afternoon
11751,A693692,Brinkley,13-12-14 14:31,Return,Dog,Neutered Male,15 years,Beagle Mix,Tricolor,5475,Male,Yes,Saturday,Dec,14,True,15,Afternoon
11752,A682609,None,01-08-14 17:25,Adoption,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White,30,Female,Yes,Friday,Aug,14,False,17,Evening
11753,A699269,Leo,28-07-15 11:40,Adoption,Cat,Neutered Male,10 years,Domestic Longhair Mix,Blue/White,3650,Male,Yes,Tuesday,Jul,15,False,12,Morning
11754,A675858,Avery,05-04-14 17:25,Adoption,Dog,Spayed Female,1 month,German Shepherd/Golden Retriever,Sable,30,Female,Yes,Saturday,Apr,14,True,17,Evening
11755,A597415,Bock,25-12-14 9:04,Euthanasia,Dog,Neutered Male,4 years,Plott Hound,Black Brindle,1460,Male,Yes,Thursday,Dec,14,False,9,Morning
11756,A711849,Polonius,17-10-15 19:13,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,60,Male,Yes,Saturday,Oct,15,True,19,Evening
11757,A718801,Sebastian,07-01-16 16:55,Return,Dog,Intact Male,1 year,Yorkshire Terrier Mix,Tricolor,365,Male,No,Thursday,Jan,16,False,17,Evening
11758,A714766,Brigid,02-01-16 14:54,Adoption,Cat,Intact Female,4 months,Domestic Shorthair Mix,Tortie,120,Female,No,Saturday,Jan,16,True,15,Afternoon
11759,A698125,None,11-03-15 18:20,Adoption,Dog,Neutered Male,2 months,Redbone Hound Mix,Red/White,60,Male,Yes,Wednesday,Mar,15,False,18,Evening
11760,A672542,Levi,25-02-14 12:42,Euthanasia,Dog,Neutered Male,5 years,Great Pyrenees,White,1825,Male,Yes,Tuesday,Feb,14,False,13,Afternoon
11761,A679951,Sheldon,07-07-14 15:09,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Orange Tabby,60,Male,Yes,Monday,Jul,14,False,15,Afternoon
11762,A597455,Bartledby,24-01-15 11:18,Return,Cat,Neutered Male,4 years,Domestic Shorthair,Silver Tabby,1460,Male,Yes,Saturday,Jan,15,True,11,Morning
11763,A686153,Jack,19-08-14 19:03,Return,Dog,Neutered Male,12 years,Dachshund Mix,Brown,4380,Male,Yes,Tuesday,Aug,14,False,19,Evening
11764,A707878,Arielle,02-08-15 17:38,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,60,Female,Yes,Sunday,Aug,15,True,18,Evening
11765,A687993,Lily,13-09-14 15:17,Return,Dog,Spayed Female,6 years,Miniature Schnauzer,White,2190,Female,Yes,Saturday,Sep,14,True,15,Afternoon
11766,A696680,Fernando,23-02-15 12:24,Transfer,Dog,Intact Male,2 years,Labrador Retriever/Pit Bull,Black/Brown,730,Male,No,Monday,Feb,15,False,12,Morning
11767,A682945,None,13-07-14 15:33,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby,60,Male,Yes,Sunday,Jul,14,True,16,Afternoon
11768,A699472,None,02-04-15 18:35,Adoption,Dog,Spayed Female,2 years,Pembroke Welsh Corgi/Golden Retriever,Tan,730,Female,Yes,Thursday,Apr,15,False,19,Evening
11769,A692880,Daphne,31-03-15 14:50,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Brown,365,Female,Yes,Tuesday,Mar,15,False,15,Afternoon
11770,A684702,Ellie,29-07-14 14:34,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby,365,Female,No,Tuesday,Jul,14,False,15,Afternoon
11771,A709183,Shadow,17-08-15 17:49,Adoption,Cat,Spayed Female,2 years,Domestic Shorthair,Blue,730,Female,Yes,Monday,Aug,15,False,18,Evening
11772,A688306,Georgiana,27-10-14 18:41,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Brown Tabby/White,60,Female,Yes,Monday,Oct,14,False,19,Evening
11773,A702637,Dallas,17-05-15 15:07,Transfer,Cat,Intact Male,3 weeks,Siamese,Seal Point,21,Male,No,Sunday,May,15,True,15,Afternoon
11774,A695046,None,10-01-15 17:35,Adoption,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby,180,Female,Yes,Saturday,Jan,15,True,18,Evening
11775,A686017,None,16-08-14 9:00,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby/White,365,Male,No,Saturday,Aug,14,True,9,Morning
11776,A666850,Angel,17-01-14 15:06,Euthanasia,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White,365,Female,Yes,Friday,Jan,14,False,15,Afternoon
11777,A682394,None,27-06-14 14:40,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby,21,Female,No,Friday,Jun,14,False,15,Afternoon
11778,A694340,Lolly,04-01-15 17:41,Adoption,Dog,Spayed Female,8 months,German Shepherd/Labrador Retriever,Chocolate/Black,240,Female,Yes,Sunday,Jan,15,True,18,Evening
11779,A682157,None,25-06-14 13:13,Transfer,Dog,Intact Male,3 months,Jack Russell Terrier Mix,Brown/White,90,Male,No,Wednesday,Jun,14,False,13,Afternoon
11780,A709542,Pepper,11-08-15 17:37,Transfer,Dog,Intact Male,1 month,Toy Poodle Mix,Blue/White,30,Male,No,Tuesday,Aug,15,False,18,Evening
11781,A696048,Ivy,24-07-15 13:30,Return,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black/White,1825,Female,Yes,Friday,Jul,15,False,14,Afternoon
11782,A683763,Evie,30-07-14 16:31,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue Tabby,60,Female,No,Wednesday,Jul,14,False,17,Evening
11783,A718984,Abel,17-01-16 18:27,Adoption,Dog,Neutered Male,6 years,Toy Poodle Mix,Apricot,2190,Male,Yes,Sunday,Jan,16,True,18,Evening
11784,A709307,Lizzy,01-09-15 17:14,Transfer,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,730,Female,Yes,Tuesday,Sep,15,False,17,Evening
11785,A706551,None,01-07-15 9:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,365,Female,No,Wednesday,Jul,15,False,9,Morning
11786,A686467,Duke,22-11-14 19:37,Adoption,Dog,Neutered Male,4 years,Catahoula Mix,White/Tan,1460,Male,Yes,Saturday,Nov,14,True,20,Evening
11787,A421087,Pumpkin,05-04-15 14:04,Return,Dog,Spayed Female,11 years,Shetland Sheepdog/Keeshond,White/Brown,4015,Female,Yes,Sunday,Apr,15,True,14,Afternoon
11788,A665474,Molly,26-12-13 17:56,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black,90,Female,Yes,Thursday,Dec,13,False,18,Evening
11789,A718161,Cosmo,27-12-15 14:07,Return,Dog,Neutered Male,6 years,Beagle/Dachshund,Black/White,2190,Male,Yes,Sunday,Dec,15,True,14,Afternoon
11790,A713629,None,11-11-15 14:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,60,Female,Yes,Wednesday,Nov,15,False,14,Afternoon
11791,A689615,Nigel,13-10-14 14:04,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,60,Male,Yes,Monday,Oct,14,False,14,Afternoon
11792,A704486,Betty,06-06-15 9:00,Transfer,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black,1095,Female,Yes,Saturday,Jun,15,True,9,Morning
11793,A676291,Sam,07-04-14 17:49,Return,Dog,Neutered Male,3 years,Miniature Schnauzer Mix,Silver,1095,Male,Yes,Monday,Apr,14,False,18,Evening
11794,A681900,None,21-06-14 16:51,Transfer,Dog,Intact Female,3 months,Labrador Retriever/Border Collie,Black/White,90,Female,No,Saturday,Jun,14,True,17,Evening
11795,A695817,None,02-02-15 14:56,Transfer,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Black/White,1460,Female,Yes,Monday,Feb,15,False,15,Afternoon
11796,A682815,July,24-03-15 7:49,Adoption,Dog,Neutered Male,1 year,Jack Russell Terrier Mix,White/Black,365,Male,Yes,Tuesday,Mar,15,False,8,Morning
11797,A706249,Nebula,03-07-15 18:12,Adoption,Dog,Spayed Female,5 months,Pit Bull Mix,Blue Tiger,150,Female,Yes,Friday,Jul,15,False,18,Evening
11798,A678835,None,13-05-14 13:03,Transfer,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black/White,21,Unknown,Unknown,Tuesday,May,14,False,13,Afternoon
11799,A676435,D-Wayne,21-05-14 17:49,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White,730,Male,Yes,Wednesday,May,14,False,18,Evening
11800,A697605,Milo,27-08-15 19:11,Return,Dog,Neutered Male,1 year,Australian Shepherd,Black/Brown,365,Male,Yes,Thursday,Aug,15,False,19,Evening
11801,A710373,Shadow,31-08-15 18:29,Adoption,Dog,Intact Female,2 years,Patterdale Terr Mix,Black/White,730,Female,No,Monday,Aug,15,False,18,Evening
11802,A672973,Bubba,22-02-14 17:11,Adoption,Dog,Neutered Male,2 months,Rottweiler Mix,Black/Tan,60,Male,Yes,Saturday,Feb,14,True,17,Evening
11803,A672513,Cooper,24-02-14 17:31,Adoption,Dog,Neutered Male,1 year,Labrador Retriever Mix,Brown,365,Male,Yes,Monday,Feb,14,False,18,Evening
11804,A716414,Baker,27-11-15 15:40,Adoption,Dog,Neutered Male,4 years,Australian Cattle Dog Mix,Black/White,1460,Male,Yes,Friday,Nov,15,False,16,Afternoon
11805,A698161,Sawyer,31-03-15 13:30,Adoption,Dog,Neutered Male,10 months,Rottweiler Mix,Black/Tan,300,Male,Yes,Tuesday,Mar,15,False,14,Afternoon
11806,A679047,None,15-05-14 17:27,Transfer,Cat,Intact Female,4 days,Domestic Shorthair Mix,Calico,4,Female,No,Thursday,May,14,False,17,Evening
11807,A706608,Harvey,15-07-15 11:47,Adoption,Dog,Intact Male,1 month,Australian Shepherd Mix,Tricolor,30,Male,No,Wednesday,Jul,15,False,12,Morning
11808,A698750,Blackie,25-03-15 16:03,Transfer,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Tricolor,1460,Male,Yes,Wednesday,Mar,15,False,16,Afternoon
11809,A616487,Jack,06-01-15 14:56,Euthanasia,Dog,Neutered Male,4 years,German Shepherd Mix,Tricolor,1460,Male,Yes,Tuesday,Jan,15,False,15,Afternoon
11810,A703399,Oscar,25-05-15 11:12,Return,Dog,Neutered Male,13 years,Boxer Mix,Brown Brindle,4745,Male,Yes,Monday,May,15,False,11,Morning
11811,A678575,Liam 2,20-05-14 14:29,Transfer,Dog,Neutered Male,5 years,Shih Tzu,Tan/White,1825,Male,Yes,Tuesday,May,14,False,14,Afternoon
11812,A623403,Sam,01-02-14 18:33,Adoption,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Orange Tabby,5110,Male,Yes,Saturday,Feb,14,True,19,Evening
11813,A706162,Delilah,29-06-15 11:56,Transfer,Dog,Intact Female,5 months,German Shepherd Mix,Brown/Black,150,Female,No,Monday,Jun,15,False,12,Morning
11814,A709631,Minestrone,16-08-15 17:51,Adoption,Dog,Spayed Female,2 years,Australian Kelpie,Tricolor,730,Female,Yes,Sunday,Aug,15,True,18,Evening
11815,A705452,Scooter,21-06-15 17:17,Adoption,Dog,Neutered Male,2 months,Chihuahua Shorthair/Yorkshire Terrier,Yellow/White,60,Male,Yes,Sunday,Jun,15,True,17,Evening
11816,A718080,Altina,23-12-15 16:59,Return,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Tan,365,Female,Yes,Wednesday,Dec,15,False,17,Evening
11817,A690608,Mario,11-11-14 13:44,Transfer,Dog,Neutered Male,8 months,Australian Cattle Dog Mix,White/Brown Brindle,240,Male,Yes,Tuesday,Nov,14,False,14,Afternoon
11818,A660596,Cinder,19-01-14 17:14,Adoption,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black/White,150,Male,Yes,Sunday,Jan,14,True,17,Evening
11819,A685333,Jupiter,13-08-14 14:50,Adoption,Dog,Neutered Male,4 months,Rat Terrier Mix,Tricolor,120,Male,Yes,Wednesday,Aug,14,False,15,Afternoon
11820,A705788,None,21-06-15 16:53,Transfer,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Brown Tabby,28,Unknown,Unknown,Sunday,Jun,15,True,17,Evening
11821,A704733,Lyle,29-11-15 13:02,Adoption,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,Brown Tabby/White,2920,Male,Yes,Sunday,Nov,15,True,13,Afternoon
11822,A710827,Africa,29-08-15 11:13,Return,Dog,Intact Female,4 months,German Shepherd Mix,White,120,Female,No,Saturday,Aug,15,True,11,Morning
11823,A667776,Worf,27-11-13 13:10,Return,Dog,Neutered Male,3 years,Dachshund Mix,Black/White,1095,Male,Yes,Wednesday,Nov,13,False,13,Afternoon
11824,A704289,Dora,04-09-15 12:18,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White,120,Female,Yes,Friday,Sep,15,False,12,Morning
11825,A687024,Garrison,05-09-14 13:44,Adoption,Dog,Neutered Male,2 years,Beagle/Chihuahua Shorthair,Tricolor,730,Male,Yes,Friday,Sep,14,False,14,Afternoon
11826,A702636,None,17-05-15 15:06,Transfer,Cat,Intact Male,3 weeks,Siamese,Seal Point,21,Male,No,Sunday,May,15,True,15,Afternoon
11827,A672234,Huckleberry,23-02-14 10:51,Adoption,Dog,Neutered Male,2 months,Boxer/Catahoula,Blue Merle/White,60,Male,Yes,Sunday,Feb,14,True,11,Morning
11828,A684123,Ruby,23-07-14 18:33,Adoption,Dog,Spayed Female,8 months,Border Collie Mix,Black/White,240,Female,Yes,Wednesday,Jul,14,False,19,Evening
11829,A692001,None,18-11-14 13:41,Adoption,Dog,Spayed Female,9 months,Weimaraner Mix,Blue,270,Female,Yes,Tuesday,Nov,14,False,14,Afternoon
11830,A651567,Angie,07-11-14 17:56,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,365,Female,Yes,Friday,Nov,14,False,18,Evening
11831,A682417,Paw,22-02-15 12:36,Adoption,Cat,Neutered Male,10 months,Domestic Shorthair,Brown Tabby,300,Male,Yes,Sunday,Feb,15,True,13,Afternoon
11832,A708509,Wolf,31-07-15 16:07,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue,60,Male,Yes,Friday,Jul,15,False,16,Afternoon
11833,A711264,Merlin,24-10-15 18:23,Adoption,Dog,Neutered Male,1 month,Flat Coat Retriever/Papillon,Black/White,30,Male,Yes,Saturday,Oct,15,True,18,Evening
11834,A687473,None,06-09-14 14:07,Transfer,Dog,Intact Male,1 month,Pit Bull Mix,Black,30,Male,No,Saturday,Sep,14,True,14,Afternoon
11835,A712300,Pandora,06-12-15 9:10,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,60,Female,Yes,Sunday,Dec,15,True,9,Morning
11836,A699262,Estrella,21-11-15 13:47,Adoption,Dog,Spayed Female,3 years,Staffordshire Mix,White/Black,1095,Female,Yes,Saturday,Nov,15,True,14,Afternoon
11837,A700417,Aziz,26-05-15 17:17,Transfer,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,Black/White,2920,Male,Yes,Tuesday,May,15,False,17,Evening
11838,A689796,None,10-10-14 9:00,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby,365,Male,No,Friday,Oct,14,False,9,Morning
